entity,name,type,primary_key_type,coding_name,concept,description,folder_path,is_multi_select,is_sparse_coding,linkout,longitudinal_axis_type,referenced_entity_field,relationship,title,units
participant,p30082_i1,datetime,,,,,Biological samples > Blood assays > Blood count > Blood count processing,,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=30082,,,,Platelet count acquisition time | Instance 1,
participant,p4234_i1_a12,integer,,,,,UK Biobank Assessment Centre > Physical measures > Hearing test,,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=4234,,,,Time to press first digit (left) | Instance 1 | Array 12,deciseconds
participant,p5162_i0_a1,float,,,,,UK Biobank Assessment Centre > Physical measures > Eye measures > Autorefraction,,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=5162,,,,6mm regularity index (left) | Instance 0 | Array 1,
participant,p3731_i0,integer,,data_coding_100352,,,UK Biobank Assessment Centre > Touchscreen > Lifestyle and environment > Alcohol,,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=3731,,,,Former alcohol drinker | Instance 0,
participant,p40019_i9,integer,,data_coding_262,,,Health-related outcomes > Cancer register,,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=40019,,,,Cancer record format | Instance 9,
participant,p20108_i4,integer,,data_coding_86,,,Online follow-up > Diet by 24-hour recall > Soup/snacks/pastries yesterday,yes,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20108,,,,Ingredients in canned soup | Instance 4,
participant,p92_i0_a7,integer,,data_coding_37,,,UK Biobank Assessment Centre > Verbal interview > Operations,,yes,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=92,,,,Operation year/age first occurred | Instance 0 | Array 7,
participant,p20148_a17,integer,,,,,Online follow-up > Cognitive function online > Trail making,,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20148,,,,Errors before selecting correct item in alphanumeric path (trail #2) | Array 17,error-count
participant,p22653_a22,integer,,,,,Online follow-up > Work environment > Employment history,,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=22653,,,,Number of night shifts worked monthly during night shift periods | Array 22,shifts
participant,p22616_a32,integer,,data_coding_7,,,Online follow-up > Work environment > Employment history,,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=22616,,,,Breathing problems during period of job | Array 32,
participant,p23129_i0,float,,,,,UK Biobank Assessment Centre > Physical measures > Anthropometry > Body composition by impedance,,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=23129,,,,Trunk fat-free mass | Instance 0,Kg
participant,p5983_i0_a20,integer,,,,,UK Biobank Assessment Centre > Physical measures > ECG during exercise,,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=5983,,,,"ECG, heart rate | Instance 0 | Array 20",
participant,p4276_i2,integer,,,,,UK Biobank Assessment Centre > Physical measures > Hearing test,,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=4276,,,,Number of triplets attempted (right) | Instance 2,
participant,p3166_i2_a3,datetime,,data_coding_272,,,UK Biobank Assessment Centre > Biological sampling > Blood sample collection,,yes,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=3166,,,,Time blood sample collected | Instance 2 | Array 3,
participant,p25146_i2,float,,,,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=25146,,,,Mean MD in superior fronto-occipital fasciculus on FA skeleton (right) | Instance 2,AU
participant,p30174_i2,integer,,data_coding_2226,,,Biological samples > Blood assays > Blood count > Blood count processing,,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=30174,,,,Nucleated red blood cell count acquisition route | Instance 2,
participant,p5099_i1_a1,float,,,,,UK Biobank Assessment Centre > Physical measures > Eye measures > Autorefraction,,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=5099,,,,3mm weak meridian (right) | Instance 1 | Array 1,diopters
participant,p5101_i0_a3,integer,,,,,UK Biobank Assessment Centre > Physical measures > Eye measures > Autorefraction,,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=5101,,,,6mm weak meridian angle (right) | Instance 0 | Array 3,degrees
participant,p5098_i1_a5,float,,,,,UK Biobank Assessment Centre > Physical measures > Eye measures > Autorefraction,,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=5098,,,,6mm weak meridian (right) | Instance 1 | Array 5,diopters
participant,p25029_i2,float,,,,,UK Biobank Assessment Centre > Imaging > Brain MRI > Susceptibility weighted brain MRI,,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=25029,,,,Median T2star in caudate (right) | Instance 2,ms
participant,eid,string,global,,,,Participant Information,,,,,participant:eid,one_to_one,Participant ID,
participant,p22613_a29,integer,,data_coding_493,,,Online follow-up > Work environment > Employment history,,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=22613,,,,"Worked with paints, thinners or glues | Array 29",
participant,p25231_i2,float,,,,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=25231,,,,Mean L1 in sagittal stratum on FA skeleton (left) | Instance 2,AU
participant,p4256_i0_a10,integer,,,,,UK Biobank Assessment Centre > Cognitive function > Numeric memory,,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=4256,,,,Time elapsed | Instance 0 | Array 10,milliseconds
participant,p22702_a3,integer,,,,,Additional exposures > Local environment > Home locations,,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=22702,,,,Home location - east co-ordinate (rounded) | Array 3,metre-grid
participant,p20198_i0_a31,integer,,data_coding_500,,,Online follow-up > Cognitive function online > Symbol digit substitution,,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20198,,,,Test array presented | Instance 0 | Array 31,
participant,p5109_i1_a4,integer,,,,,UK Biobank Assessment Centre > Physical measures > Eye measures > Autorefraction,,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=5109,,,,6mm asymmetry angle (right) | Instance 1 | Array 4,
participant,p3456_i1,integer,,data_coding_100355,,,UK Biobank Assessment Centre > Touchscreen > Lifestyle and environment > Smoking,,yes,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=3456,,,,Number of cigarettes currently smoked daily (current cigarette smokers) | Instance 1,cigarettes/day
participant,p5088_i1_a0,integer,,,,,UK Biobank Assessment Centre > Physical measures > Eye measures > Autorefraction,,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=5088,,,,Astigmatism angle (right) | Instance 1 | Array 0,degrees
participant,p100220_i2,integer,,data_coding_100006,,,Online follow-up > Diet by 24-hour recall > Hot/cold beverages yesterday,,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=100220,,,,Fruit smoothie intake | Instance 2,Glass/Bottle/250ml
participant,p4255_i1_a9,integer,,,,,UK Biobank Assessment Centre > Cognitive function > Numeric memory,,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=4255,,,,Time last key touched | Instance 1 | Array 9,milliseconds
participant,p22614_a8,integer,,data_coding_493,,,Online follow-up > Work environment > Employment history,,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=22614,,,,Worked with pesticides | Array 8,
participant,p100320_i0,integer,,data_coding_100009,,,Online follow-up > Diet by 24-hour recall > Hot/cold beverages yesterday,,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=100320,,,,Added milk to espresso | Instance 0,
participant,p22660_a4,integer,,data_coding_486,,,Online follow-up > Work environment > Employment history,,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=22660,,,,Gap coding | Array 4,
participant,p10609_i0_a48,integer,,,,,UK Biobank Assessment Centre > Cognitive function > Word production,,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=10609,,,,Words answer array (pilot) | Instance 0 | Array 48,
participant,p20013_i2_a23,integer,,data_coding_14,,,UK Biobank Assessment Centre > Verbal interview > Medical conditions,,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20013,,,,Method of recording time when non-cancer illness first diagnosed | Instance 2 | Array 23,
participant,p100017_i2,float,,,,,Online follow-up > Diet by 24-hour recall > Estimated nutrients yesterday,,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=100017,,,,Magnesium | Instance 2,mg
participant,p22630_a25,integer,,data_coding_489,,,Online follow-up > Work environment > Employment history,,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=22630,,,,Day shifts worked | Array 25,
participant,p100240_i3,integer,,data_coding_100010,,,Online follow-up > Diet by 24-hour recall > Hot/cold beverages yesterday,,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=100240,,,,Coffee consumed | Instance 3,
participant,p5075_i1_a3,integer,,,,,UK Biobank Assessment Centre > Physical measures > Eye measures > Visual acuity,,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=5075,,,,Number of letters shown in round (right) | Instance 1 | Array 3,
participant,p25872_i2,float,,,,,UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Regional grey matter volumes (FAST),,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=25872,,,,Volume of grey matter in Planum Temporale (left) | Instance 2,mm3
participant,p20229_a47,integer,,,,,Online follow-up > Cognitive function online > Symbol digit substitution,,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20229,,,,Values entered | Array 47,
participant,p5103_i0_a4,integer,,,,,UK Biobank Assessment Centre > Physical measures > Eye measures > Autorefraction,,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=5103,,,,3mm weak meridian angle (left) | Instance 0 | Array 4,degrees
participant,p5983_i0_a18,integer,,,,,UK Biobank Assessment Centre > Physical measures > ECG during exercise,,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=5983,,,,"ECG, heart rate | Instance 0 | Array 18",
participant,p5983_i1_a103,integer,,,,,UK Biobank Assessment Centre > Physical measures > ECG during exercise,,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=5983,,,,"ECG, heart rate | Instance 1 | Array 103",
participant,p92_i2_a2,integer,,data_coding_37,,,UK Biobank Assessment Centre > Verbal interview > Operations,,yes,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=92,,,,Operation year/age first occurred | Instance 2 | Array 2,
participant,p23267_i2,integer,,,,,UK Biobank Assessment Centre > Imaging > DXA assessment > Body composition by DXA,,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=23267,,,,Leg lean mass (left) | Instance 2,g
participant,p1428_i2,integer,,data_coding_100388,,,UK Biobank Assessment Centre > Touchscreen > Lifestyle and environment > Diet,,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=1428,,,,Spread type | Instance 2,
participant,p5140_i1_a4,string,,data_coding_1205,,,UK Biobank Assessment Centre > Physical measures > Eye measures > Autorefraction,,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=5140,,,,3mm keratometry result unreliable (right) | Instance 1 | Array 4,
participant,p22664_a24,integer,,data_coding_100698,,,Online follow-up > Work environment > Employment history,,yes,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=22664,,,,Year gap ended | Array 24,calendar year
participant,p40019_i13,integer,,data_coding_262,,,Health-related outcomes > Cancer register,,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=40019,,,,Cancer record format | Instance 13,
participant,p4290_i0,integer,,,,,UK Biobank Assessment Centre > Cognitive function > Prospective memory,,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=4290,,,,Duration screen displayed | Instance 0,deciseconds
participant,p25843_i2,float,,,,,UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Regional grey matter volumes (FAST),,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=25843,,,,Volume of grey matter in Precuneous Cortex (right) | Instance 2,mm3
participant,p30030_i0,float,,,,,Biological samples > Blood assays > Blood count,,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=30030,,,,Haematocrit percentage | Instance 0,percent
participant,p5221_i1,integer,,,,,UK Biobank Assessment Centre > Physical measures > Eye measures > Autorefraction,,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=5221,,,,Index of best refractometry result (right) | Instance 1,
participant,p2000_i2,integer,,data_coding_100349,,,UK Biobank Assessment Centre > Touchscreen > Psychosocial factors > Mental health,,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=2000,,,,Worry too long after embarrassment | Instance 2,
participant,p20014_i1_a27,integer,,data_coding_14,,,UK Biobank Assessment Centre > Verbal interview > Operations,,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20014,,,,Method of recording time when operation occurred | Instance 1 | Array 27,
participant,p100890_i3,integer,,data_coding_100009,,,Online follow-up > Diet by 24-hour recall > Cereal yesterday,,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=100890,,,,Milk added to cereal | Instance 3,
participant,p30161_i0,integer,,,,,Biological samples > Blood assays > Blood count > Blood count processing,,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=30161,,,,Basophill count freeze-thaw cycles | Instance 0,
participant,p12676_i2_a1,integer,,,,,UK Biobank Assessment Centre > Imaging > Heart MRI > Pulse wave analysis,,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=12676,,,,Peripheral pulse pressure during PWA | Instance 2 | Array 1,mmHg
participant,p10105_i0,integer,,data_coding_100352,,,UK Biobank Assessment Centre > Touchscreen > Lifestyle and environment > Electronic device use,,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=10105,,,,Internet user (pilot) | Instance 0,
participant,p20198_i0_a49,integer,,data_coding_500,,,Online follow-up > Cognitive function online > Symbol digit substitution,,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20198,,,,Test array presented | Instance 0 | Array 49,
participant,p22616_a18,integer,,data_coding_7,,,Online follow-up > Work environment > Employment history,,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=22616,,,,Breathing problems during period of job | Array 18,
participant,p22001,integer,,data_coding_9,,,Genomics > Genotypes > Genotyping process and sample QC,,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=22001,,,,Genetic sex,
participant,p5984_i1_a37,integer,,,,,UK Biobank Assessment Centre > Physical measures > ECG during exercise,,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=5984,,,,"ECG, load | Instance 1 | Array 37",Watts
participant,p77_i0,float,,,,,UK Biobank Assessment Centre > Physical measures > Bone-densitometry of heel,,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=77,,,,"Heel bone ultrasound T-score, manual entry | Instance 0",Std.Devs
participant,p20107_i0_a5,integer,,data_coding_1010,,,UK Biobank Assessment Centre > Touchscreen > Family history,,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20107,,,,Illnesses of father | Instance 0 | Array 5,
participant,p102320_i0,integer,,data_coding_100005,,,Online follow-up > Diet by 24-hour recall > Soup/snacks/pastries yesterday,,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=102320,,,,Diet sweets intake | Instance 0,Handful
participant,p22651_a24,float,,data_coding_488,,,Online follow-up > Work environment > Employment history,,yes,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=22651,,,,Period spent working night shifts | Array 24,
participant,p100950_i4,integer,,data_coding_100006,,,Online follow-up > Diet by 24-hour recall > Bread/pasta/rice yesterday,,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=100950,,,,Sliced bread intake | Instance 4,Slice
participant,p104070_i4,integer,,data_coding_100017,,,Online follow-up > Diet by 24-hour recall > Fruit/vegetables yesterday,,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=104070,,,,Vegetable pieces intake | Instance 4,Serving
participant,p1289_i1,integer,,data_coding_100373,,,UK Biobank Assessment Centre > Touchscreen > Lifestyle and environment > Diet,,yes,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=1289,,,,Cooked vegetable intake | Instance 1,tablespoons/day
participant,p22610_a18,integer,,data_coding_493,,,Online follow-up > Work environment > Employment history,,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=22610,,,,Workplace full of chemical or other fumes | Array 18,
participant,p4287_i2,integer,,data_coding_32,,,UK Biobank Assessment Centre > Cognitive function > Prospective memory,,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=4287,,,,Test completion status | Instance 2,
participant,p100180_i1,integer,,data_coding_100006,,,Online follow-up > Diet by 24-hour recall > Hot/cold beverages yesterday,,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=100180,,,,Squash intake | Instance 1,Glass/Carton/250ml
participant,p42001,integer,,data_coding_300,,,Health-related outcomes > Algorithmically-defined outcomes > Myocardial infarction outcomes,,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=42001,,,,Source of myocardial infarction report,
participant,p102880_i2,integer,,data_coding_100003,,,Online follow-up > Diet by 24-hour recall > Milk/eggs/cheese yesterday,,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=102880,,,,Feta intake | Instance 2,Serving
participant,p5134_i1_a0,float,,,,,UK Biobank Assessment Centre > Physical measures > Eye measures > Autorefraction,,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=5134,,,,6mm strong meridian (left) | Instance 1 | Array 0,diopters
participant,p20011_i1_a25,float,,data_coding_13,,,UK Biobank Assessment Centre > Verbal interview > Operations,,yes,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20011,,,,Interpolated Age of participant when operation took place | Instance 1 | Array 25,years
participant,p4186_i2,integer,,data_coding_100263,,,UK Biobank Assessment Centre > Physical measures > Arterial stiffness,,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=4186,,,,Stiffness method | Instance 2,
participant,p5114_i1_a2,integer,,,,,UK Biobank Assessment Centre > Physical measures > Eye measures > Autorefraction,,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=5114,,,,6mm cylindrical power angle (right) | Instance 1 | Array 2,
participant,p110002_i1,date,,,,,Online follow-up > Diet by 24-hour recall,,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=110002,,,,"Invitation to complete online 24-hour recall dietary questionnaire, date sent | Instance 1",
participant,p102430_i1,integer,,data_coding_100003,,,Online follow-up > Diet by 24-hour recall > Soup/snacks/pastries yesterday,,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=102430,,,,Salted nuts intake | Instance 1,Handful
participant,p10694_i0_a3,float,,,,,UK Biobank Assessment Centre > Physical measures > Spirometry,,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=10694,,,,Forced vital capacity (FVC) (pilot) | Instance 0 | Array 3,litres
participant,p20014_i0_a28,integer,,data_coding_14,,,UK Biobank Assessment Centre > Verbal interview > Operations,,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20014,,,,Method of recording time when operation occurred | Instance 0 | Array 28,
participant,p25649_i2,float,,,,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI weighted means,,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=25649,,,,Weighted-mean L3 in tract uncinate fasciculus (right) | Instance 2,AU
participant,p2774_i1,integer,,data_coding_100349,,,UK Biobank Assessment Centre > Touchscreen > Sex-specific factors > Female-specific factors,,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=2774,,,,"Ever had stillbirth, spontaneous miscarriage or termination | Instance 1",
participant,p101020_i3,integer,,data_coding_100006,,,Online follow-up > Diet by 24-hour recall > Bread/pasta/rice yesterday,,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=101020,,,,Baguette intake | Instance 3,Bread item
participant,p3741_i1,integer,,data_coding_100349,,,UK Biobank Assessment Centre > Touchscreen > Health and medical history > Pain,,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=3741,,,,Stomach/abdominal pain for 3+ months | Instance 1,
participant,p20088_i3,integer,,data_coding_78,,,Online follow-up > Diet by 24-hour recall > Spreads/sauces/cooking oils yesterday,yes,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20088,,,,Types of spreads/sauces consumed | Instance 3,
participant,p20010_i1_a20,float,,data_coding_13,,,UK Biobank Assessment Centre > Verbal interview > Operations,,yes,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20010,,,,Interpolated Year when operation took place | Instance 1 | Array 20,years
participant,p5075_i0_a13,integer,,,,,UK Biobank Assessment Centre > Physical measures > Eye measures > Visual acuity,,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=5075,,,,Number of letters shown in round (right) | Instance 0 | Array 13,
participant,p68_i0,integer,,,,,UK Biobank Assessment Centre > Biological sampling > Blood sample collection,,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=68,,,,Number of blood samples taken | Instance 0,
participant,p20230_a35,integer,,,,,Online follow-up > Cognitive function online > Symbol digit substitution,,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20230,,,,Duration to entering value | Array 35,milliseconds
participant,p4234_i0_a3,integer,,,,,UK Biobank Assessment Centre > Physical measures > Hearing test,,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=4234,,,,Time to press first digit (left) | Instance 0 | Array 3,deciseconds
participant,p90107,float,,,,,Additional exposures > Physical activity measurement > Acceleration intensity distribution,,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=90107,,,,Fraction acceleration <= 16 milli-gravities,Fraction
participant,p10134_i0_a2,integer,,,,,UK Biobank Assessment Centre > Cognitive function > Pairs matching,,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=10134,,,,Number of rows displayed in round (pilot) | Instance 0 | Array 2,
participant,p20200_a66,integer,,,,,Online follow-up > Cognitive function online > Symbol digit substitution,,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20200,,,,Values wanted | Array 66,
participant,p5191_i0,integer,,data_coding_100274,,,UK Biobank Assessment Centre > Physical measures > Eye measures > Autorefraction,,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=5191,,,,Auto-refraction method (left) | Instance 0,
participant,p5983_i0_a74,integer,,,,,UK Biobank Assessment Centre > Physical measures > ECG during exercise,,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=5983,,,,"ECG, heart rate | Instance 0 | Array 74",
participant,p3426_i0,integer,,data_coding_100301,,,UK Biobank Assessment Centre > Touchscreen > Sociodemographics > Employment,,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=3426,,,,Job involves night shift work | Instance 0,
participant,p5992_i1_a2,integer,,,,,UK Biobank Assessment Centre > Physical measures > ECG during exercise,,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=5992,,,,"ECG, phase duration | Instance 1 | Array 2",
participant,p30522_i0,date,,,,,Biological samples > Urine assays > Urine processing,,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=30522,,,,Potassium in urine acquisition time | Instance 0,
participant,p5485_i2,integer,,data_coding_100349,,,UK Biobank Assessment Centre > Touchscreen > Health and medical history > Claudication and peripheral artery disease,,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=5485,,,,Leg pain when walking normally | Instance 2,
participant,p25112_i2,float,,,,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=25112,,,,Mean MD in medial lemniscus on FA skeleton (right) | Instance 2,AU
participant,p25542_i2,float,,,,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI weighted means,,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=25542,,,,Weighted-mean MO in tract acoustic radiation (left) | Instance 2,AU
participant,p102380_i3,integer,,data_coding_100005,,,Online follow-up > Diet by 24-hour recall > Soup/snacks/pastries yesterday,,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=102380,,,,Other sweets intake | Instance 3,Handful/Item
participant,p20010_i1_a14,float,,data_coding_13,,,UK Biobank Assessment Centre > Verbal interview > Operations,,yes,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20010,,,,Interpolated Year when operation took place | Instance 1 | Array 14,years
participant,p20092_i2,integer,,data_coding_81,,,Online follow-up > Diet by 24-hour recall > Bread/pasta/rice yesterday,yes,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20092,,,,Type of baguette eaten | Instance 2,
participant,p104330_i1,integer,,data_coding_100017,,,Online follow-up > Diet by 24-hour recall > Fruit/vegetables yesterday,,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=104330,,,,Sweet potato intake | Instance 1,Serving
participant,p10140_i0_a18,integer,,data_coding_92,,,UK Biobank Assessment Centre > Cognitive function > Reaction time,,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=10140,,,,Index for card B in round (pilot) | Instance 0 | Array 18,
participant,p4204_i2,integer,,data_coding_12,,,UK Biobank Assessment Centre > Physical measures > Arterial stiffness,,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=4204,,,,Absence of notch position in the pulse waveform | Instance 2,
participant,p102120_i4,integer,,data_coding_100003,,,Online follow-up > Diet by 24-hour recall > Soup/snacks/pastries yesterday,,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=102120,,,,Ice-cream intake | Instance 4,Serving / scoop
participant,p25914_i2,float,,,,,UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Regional grey matter volumes (FAST),,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=25914,,,,Volume of grey matter in VIIIb Cerebellum (right) | Instance 2,mm3
participant,p25467_i2,float,,,,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=25467,,,,Mean ISOVF in posterior corona radiata on FA skeleton (left) | Instance 2,AU
participant,p4272_i0,integer,,,,,UK Biobank Assessment Centre > Physical measures > Hearing test,,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=4272,,,,Duration of hearing test (left) | Instance 0,deciseconds
participant,p20014_i2_a19,integer,,data_coding_14,,,UK Biobank Assessment Centre > Verbal interview > Operations,,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20014,,,,Method of recording time when operation occurred | Instance 2 | Array 19,
participant,p87_i0_a13,integer,,data_coding_37,,,UK Biobank Assessment Centre > Verbal interview > Medical conditions,,yes,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=87,,,,Non-cancer illness year/age first occurred | Instance 0 | Array 13,
participant,p4270_i1,integer,,data_coding_15,,,UK Biobank Assessment Centre > Physical measures > Hearing test,,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=4270,,,,Volume level set by participant (left) | Instance 1,
participant,p5112_i1_a3,integer,,,,,UK Biobank Assessment Centre > Physical measures > Eye measures > Autorefraction,,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=5112,,,,3mm cylindrical power angle (left) | Instance 1 | Array 3,degrees
participant,p20111_i1_a5,integer,,data_coding_1010,,,UK Biobank Assessment Centre > Touchscreen > Family history,,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20111,,,,Illnesses of siblings | Instance 1 | Array 5,
participant,p4232_i0_a7,integer,,data_coding_29,,,UK Biobank Assessment Centre > Physical measures > Hearing test,,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=4232,,,,Triplet correct (left) | Instance 0 | Array 7,
